"object_name","field_name","label_zh","label_en_au","label_en_us","type","required_when","nullable","enum_or_format","definition","source_or_derivation","source_ref","owner_role","editable_by","validation_rule","revision_rule","dependency_refs","ui_binding","sensitivity","evidence_status","synthetic_example"
"ClearanceCondition","id","稳定编号","id","id","string","Always present on each object record","false","","Stable synthetic local identifier.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","ClearanceCondition.id; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""DEMO-CTT-001/condition/evidence"""
"ClearanceCondition","case_id","案件","case id","case id","string","Always present on each object record","false","ref:Case","Reference to Case.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","Must resolve Case and same case/scope; explicit revision where used","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","ClearanceCondition.case_id; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""DEMO-CTT-001"""
"ClearanceCondition","case_scope_id","案件范围","case scope id","case scope id","string","Always present on each object record","false","ref:Scope","Reference to Scope.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","Must resolve Scope and same case/scope; explicit revision where used","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","ClearanceCondition.case_scope_id; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""DEMO-CTT-001/scope/institutional"""
"ClearanceCondition","revision","版本","revision","revision","integer","Always present on each object record","false","","版本; increment for material revisions.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","ClearanceCondition.revision; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","1"
"ClearanceCondition","supersedes_ref","前版本","supersedes ref","supersedes ref","string|null","Always present on each object record","true","ref:Any","Previous immutable record reference, null for first revision.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","Must resolve Any and same case/scope; explicit revision where used","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","ClearanceCondition.supersedes_ref; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","null"
"ClearanceCondition","source_refs","设计依据","source refs","source refs","array","Always present on each object record","false","","Registered design sources; distinct from synthetic evidence provenance.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","ClearanceCondition.source_refs; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","[""SRC-009"",""SRC-010""]"
"ClearanceCondition","source_status","来源状态","source status","source status","string","Always present on each object record","false","USER-CONFIRMED|SOURCE-SUPPORTED|INDUSTRY-REFERENCE|DESIGN-HYPOTHESIS|SYNTHETIC|OPEN|SUPERSEDED","Explicit 来源状态 independent of other object states.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","ClearanceCondition.source_status; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""SYNTHETIC"""
"ClearanceCondition","simulation_flag","合成标记","simulation flag","simulation flag","boolean","Always present on each object record","false","","Always true for Round A business records.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","ClearanceCondition.simulation_flag; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","true"
"ClearanceCondition","owner_role","责任角色","owner role","owner role","string","Always present on each object record","false","","Synthetic role assignment, not bank delegation.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","ClearanceCondition.owner_role; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""ROLE-KYCOPS"""
"ClearanceCondition","validation_owner","验证负责人","validation owner","validation owner","string","Always present on each object record","false","","Working review owner.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","ClearanceCondition.validation_owner; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""Christina"""
"ClearanceCondition","authority_status","权限状态","authority status","authority status","string","Always present on each object record","false","demo_configured|unknown|not_applicable","Explicit 权限状态 independent of other object states.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","ClearanceCondition.authority_status; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""unknown"""
"ClearanceCondition","sensitivity","敏感等级","sensitivity","sensitivity","string","Always present on each object record","false","synthetic-restricted","Explicit 敏感等级 independent of other object states.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","ClearanceCondition.sensitivity; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""synthetic-restricted"""
"ClearanceCondition","created_at","创建时间","created at","created at","string","Always present on each object record","false","date-time","UTC timestamp for authored synthetic data.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","ClearanceCondition.created_at; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""2026-09-07T00:00:00Z"""
"ClearanceCondition","updated_at","更新时间","updated at","updated at","string","Always present on each object record","false","date-time","UTC timestamp; display locale never changes the value.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","ClearanceCondition.updated_at; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""2026-09-07T00:00:00Z"""
"ClearanceCondition","as_of","资料时点","as of","as of","string","Always present on each object record","false","date-time","UTC currency of this authored record.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","ClearanceCondition.as_of; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""2026-09-07T00:00:00Z"""
"ClearanceCondition","question_ref","待确认问题","question ref","question ref","string|null","Non-null when policy/applicability/authority unknown; all keys present","true","","Required when bank authority or policy is unknown.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","ClearanceCondition.question_ref; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""ROUND-A-Q-AUTHORITY"""
"ClearanceCondition","audit_event_refs","审计事件","audit event refs","audit event refs","array","Always present on each object record","false","ref:AuditEvent","References to AuditEvent.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","Must resolve AuditEvent and same case/scope; explicit revision where used","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","ClearanceCondition.audit_event_refs; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","[]"
"ClearanceCondition","domain","条件领域","domain","domain","string","Always present on each object record","false","evidence|screening|legal|credit|qa|conflicts|edd","Explicit 条件领域 independent of other object states.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","ClearanceCondition.domain; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""evidence"""
"ClearanceCondition","applicability","适用性","applicability","applicability","string","Always present on each object record","false","required|not_required|unknown","Explicit 适用性 independent of other object states.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","ClearanceCondition.applicability; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""required"""
"ClearanceCondition","status","条件状态","status","status","string","Always present on each object record","false","unknown|review_required|satisfied|awaiting_execution|condition_pending|pending","Explicit 条件状态 independent of other object states.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","ClearanceCondition.status; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""review_required"""
"ClearanceCondition","status_reason","阻塞原因","status reason","status reason","string","Always present on each object record","false","","Named reason; task completion cannot overwrite unrelated conditions.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","ClearanceCondition.status_reason; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""Purpose-specific evidence review remains open"""
"ClearanceCondition","scope_revision","范围版本","scope revision","scope revision","integer","Always present on each object record","false","","范围版本; increment for material revisions.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","ClearanceCondition.scope_revision; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","1"
"ClearanceCondition","basis_refs","条件依据","basis refs","basis refs","array","At least one when sufficiency sufficient/insufficient; key always present","false","ref:Any","References to Any.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","Must resolve Any and same case/scope; explicit revision where used","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","ClearanceCondition.basis_refs; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","[""DEMO-CTT-001/requirement/identity"",""DEMO-CTT-001/requirement/screening-purpose""]"
"ClearanceCondition","next_action","下一动作","next action","next action","string","Always present on each object record","false","","Action required from the responsible role.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","ClearanceCondition.next_action; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""Review available evidence and residual response"""
"ReadinessSnapshot","id","稳定编号","id","id","string","Always present on each object record","false","","Stable synthetic local identifier.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-RULE","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","SRC-010:DEP-12","ReadinessSnapshot.id; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""DEMO-CTT-001/snapshot/initial"""
"ReadinessSnapshot","case_id","案件","case id","case id","string","Always present on each object record","false","ref:Case","Reference to Case.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-RULE","State reducer after configured demo action","Must resolve Case and same case/scope; explicit revision where used","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","SRC-010:DEP-12","ReadinessSnapshot.case_id; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""DEMO-CTT-001"""
"ReadinessSnapshot","case_scope_id","案件范围","case scope id","case scope id","string","Always present on each object record","false","ref:Scope","Reference to Scope.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-RULE","State reducer after configured demo action","Must resolve Scope and same case/scope; explicit revision where used","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","SRC-010:DEP-12","ReadinessSnapshot.case_scope_id; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""DEMO-CTT-001/scope/institutional"""
"ReadinessSnapshot","revision","版本","revision","revision","integer","Always present on each object record","false","","版本; increment for material revisions.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-RULE","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","SRC-010:DEP-12","ReadinessSnapshot.revision; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","1"
"ReadinessSnapshot","supersedes_ref","前版本","supersedes ref","supersedes ref","string|null","Always present on each object record","true","ref:Any","Previous immutable record reference, null for first revision.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-RULE","State reducer after configured demo action","Must resolve Any and same case/scope; explicit revision where used","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","SRC-010:DEP-12","ReadinessSnapshot.supersedes_ref; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","null"
"ReadinessSnapshot","source_refs","设计依据","source refs","source refs","array","Always present on each object record","false","","Registered design sources; distinct from synthetic evidence provenance.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-RULE","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","SRC-010:DEP-12","ReadinessSnapshot.source_refs; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","[""SRC-009"",""SRC-010""]"
"ReadinessSnapshot","source_status","来源状态","source status","source status","string","Always present on each object record","false","USER-CONFIRMED|SOURCE-SUPPORTED|INDUSTRY-REFERENCE|DESIGN-HYPOTHESIS|SYNTHETIC|OPEN|SUPERSEDED","Explicit 来源状态 independent of other object states.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-RULE","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","SRC-010:DEP-12","ReadinessSnapshot.source_status; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""SYNTHETIC"""
"ReadinessSnapshot","simulation_flag","合成标记","simulation flag","simulation flag","boolean","Always present on each object record","false","","Always true for Round A business records.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-RULE","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","SRC-010:DEP-12","ReadinessSnapshot.simulation_flag; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","true"
"ReadinessSnapshot","owner_role","责任角色","owner role","owner role","string","Always present on each object record","false","","Synthetic role assignment, not bank delegation.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-RULE","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","SRC-010:DEP-12","ReadinessSnapshot.owner_role; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""ROLE-RULE"""
"ReadinessSnapshot","validation_owner","验证负责人","validation owner","validation owner","string","Always present on each object record","false","","Working review owner.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-RULE","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","SRC-010:DEP-12","ReadinessSnapshot.validation_owner; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""Christina"""
"ReadinessSnapshot","authority_status","权限状态","authority status","authority status","string","Always present on each object record","false","demo_configured|unknown|not_applicable","Explicit 权限状态 independent of other object states.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-RULE","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","SRC-010:DEP-12","ReadinessSnapshot.authority_status; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""not_applicable"""
"ReadinessSnapshot","sensitivity","敏感等级","sensitivity","sensitivity","string","Always present on each object record","false","synthetic-restricted","Explicit 敏感等级 independent of other object states.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-RULE","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","SRC-010:DEP-12","ReadinessSnapshot.sensitivity; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""synthetic-restricted"""
"ReadinessSnapshot","created_at","创建时间","created at","created at","string","Always present on each object record","false","date-time","UTC timestamp for authored synthetic data.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-RULE","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","SRC-010:DEP-12","ReadinessSnapshot.created_at; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""2026-09-07T00:00:00Z"""
"ReadinessSnapshot","updated_at","更新时间","updated at","updated at","string","Always present on each object record","false","date-time","UTC timestamp; display locale never changes the value.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-RULE","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","SRC-010:DEP-12","ReadinessSnapshot.updated_at; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""2026-09-07T00:00:00Z"""
"ReadinessSnapshot","as_of","资料时点","as of","as of","string","Always present on each object record","false","date-time","UTC currency of this authored record.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-RULE","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","SRC-010:DEP-12","ReadinessSnapshot.as_of; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""2026-09-07T00:00:00Z"""
"ReadinessSnapshot","question_ref","待确认问题","question ref","question ref","string|null","Non-null when policy/applicability/authority unknown; all keys present","true","","Required when bank authority or policy is unknown.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-RULE","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","SRC-010:DEP-12","ReadinessSnapshot.question_ref; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""ROUND-A-Q-AUTHORITY"""
"ReadinessSnapshot","audit_event_refs","审计事件","audit event refs","audit event refs","array","Always present on each object record","false","ref:AuditEvent","References to AuditEvent.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-RULE","State reducer after configured demo action","Must resolve AuditEvent and same case/scope; explicit revision where used","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","SRC-010:DEP-12","ReadinessSnapshot.audit_event_refs; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","[]"
"ReadinessSnapshot","scope_revision","范围版本","scope revision","scope revision","integer","Always present on each object record","false","","范围版本; increment for material revisions.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-RULE","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","SRC-010:DEP-12","ReadinessSnapshot.scope_revision; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","1"
"ReadinessSnapshot","condition_revisions","条件版本","condition revisions","condition revisions","object","Always present on each object record","false","","Version map; immutable snapshot basis.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-RULE","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","SRC-010:DEP-12","ReadinessSnapshot.condition_revisions; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","{""DEMO-CTT-001/condition/evidence"":1,""DEMO-CTT-001/condition/screening"":1,""DEMO-CTT-001/condition/legal"":1,""DEMO-CTT-001/condition/credit"":1,""DEMO-CTT-001/condition/qa"":1,""DEMO-CTT-001/condition/conflicts"":1,""DEMO-CTT-001/condition/edd"":1}"
"ReadinessSnapshot","result","就绪结果","result","result","string","Always present on each object record","false","not_ready|candidate_ready","Explicit 就绪结果 independent of other object states.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-RULE","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","SRC-010:DEP-12","ReadinessSnapshot.result; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""not_ready"""
"ReadinessSnapshot","blocking_condition_ids","阻塞条件","blocking condition ids","blocking condition ids","array","Always present on each object record","false","ref:ClearanceCondition","References to ClearanceCondition.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-RULE","State reducer after configured demo action","Must resolve ClearanceCondition and same case/scope; explicit revision where used","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","SRC-010:DEP-12","ReadinessSnapshot.blocking_condition_ids; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","[""DEMO-CTT-001/condition/evidence"",""DEMO-CTT-001/condition/screening"",""DEMO-CTT-001/condition/legal"",""DEMO-CTT-001/condition/credit"",""DEMO-CTT-001/condition/qa""]"
"ReadinessSnapshot","unknown_condition_ids","未知条件","unknown condition ids","unknown condition ids","array","Always present on each object record","false","ref:ClearanceCondition","References to ClearanceCondition.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-RULE","State reducer after configured demo action","Must resolve ClearanceCondition and same case/scope; explicit revision where used","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","SRC-010:DEP-12","ReadinessSnapshot.unknown_condition_ids; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","[""DEMO-CTT-001/condition/edd""]"
"ReadinessSnapshot","evaluated_at","计算时间","evaluated at","evaluated at","string","Always present on each object record","false","date-time","UTC snapshot timestamp.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-RULE","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","SRC-010:DEP-12","ReadinessSnapshot.evaluated_at; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""2026-09-07T00:00:00Z"""
"ReadinessSnapshot","basis_event_refs","计算事件","basis event refs","basis event refs","array","Always present on each object record","false","ref:AuditEvent","References to AuditEvent.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-RULE","State reducer after configured demo action","Must resolve AuditEvent and same case/scope; explicit revision where used","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","SRC-010:DEP-12","ReadinessSnapshot.basis_event_refs; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","[""DEMO-CTT-001/event/seed""]"
