object_name,field_name,physical_binding,type,required_when,nullable,source_ref,source_status,owner_role,editable_by,validation_rule,revision_rule,dependency_refs,ui_binding,sensitivity,synthetic_example,label_en_au,label_en_us,label_zh,definition,enum_or_format
"InformationRequest","case_id","informationRequests.case_id","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""DEMO-CTT-001""","case id","case id","case_id","Batch A InformationRequest.case_id; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"InformationRequest","case_scope_id","informationRequests.case_scope_id","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""DEMO-CTT-001/scope/institutional""","case scope id","case scope id","case_scope_id","Batch A InformationRequest.case_scope_id; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"InformationRequest","revision","informationRequests.revision","""integer""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","1","revision","revision","revision","Batch A InformationRequest.revision; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"InformationRequest","supersedes_ref","informationRequests.supersedes_ref","[""string"",""null""]","When this Batch A object / action is present","true","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","null","supersedes ref","supersedes ref","supersedes_ref","Batch A InformationRequest.supersedes_ref; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"InformationRequest","source_refs","informationRequests.source_refs","""array""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","[""SRC-013""]","source refs","source refs","source_refs","Batch A InformationRequest.source_refs; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"InformationRequest","source_status","informationRequests.source_status","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""SYNTHETIC""","source status","source status","source_status","Batch A InformationRequest.source_status; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"InformationRequest","simulation_flag","informationRequests.simulation_flag","""boolean""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","true","simulation flag","simulation flag","simulation_flag","Batch A InformationRequest.simulation_flag; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"InformationRequest","synthetic","informationRequests.synthetic","""boolean""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","true","synthetic","synthetic","合成标记","Batch A InformationRequest.synthetic; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"InformationRequest","validation_status","informationRequests.validation_status","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""reviewed_for_demo""","validation status","validation status","验证状态","Batch A InformationRequest.validation_status; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"InformationRequest","value_status","informationRequests.value_status","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""reported""","value status","value status","值状态","Batch A InformationRequest.value_status; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"InformationRequest","provenance_refs","informationRequests.provenance_refs","""array""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","[""SRC-013""]","provenance refs","provenance refs","出处引用","Batch A InformationRequest.provenance_refs; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"InformationRequest","owner_role","informationRequests.owner_role","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""ROLE-KYCOPS""","owner role","owner role","owner_role","Batch A InformationRequest.owner_role; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"InformationRequest","validation_owner","informationRequests.validation_owner","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""Christina""","validation owner","validation owner","validation_owner","Batch A InformationRequest.validation_owner; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"InformationRequest","authority_status","informationRequests.authority_status","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""unknown""","authority status","authority status","authority_status","Batch A InformationRequest.authority_status; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"InformationRequest","sensitivity","informationRequests.sensitivity","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""synthetic-restricted""","sensitivity","sensitivity","sensitivity","Batch A InformationRequest.sensitivity; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"InformationRequest","created_at","informationRequests.created_at","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""2026-09-07T08:00:00Z""","created at","created at","created_at","Batch A InformationRequest.created_at; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"InformationRequest","updated_at","informationRequests.updated_at","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""2026-09-07T08:00:00Z""","updated at","updated at","updated_at","Batch A InformationRequest.updated_at; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"InformationRequest","as_of","informationRequests.as_of","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""2026-09-07T08:00:00Z""","as of","as of","as_of","Batch A InformationRequest.as_of; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"InformationRequest","question_ref","informationRequests.question_ref","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""D2-A-Q-AUTHORITY""","question ref","question ref","question_ref","Batch A InformationRequest.question_ref; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"InformationRequest","audit_event_refs","informationRequests.audit_event_refs","""array""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","[]","audit event refs","audit event refs","audit_event_refs","Batch A InformationRequest.audit_event_refs; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"InformationRequest","task_ref","informationRequests.task_ref","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""DEMO-CTT-001/work/authority_gap""","task ref","task ref","task_ref","Batch A InformationRequest.task_ref; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"InformationRequest","principal_entity_id","informationRequests.principal_entity_id","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""DEMO-CTT-001/entity/harbour""","principal entity id","principal entity id","被代表主体","Batch A InformationRequest.principal_entity_id; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"InformationRequest","purpose_code","informationRequests.purpose_code","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""coordinate_information""","purpose code","purpose code","purpose_code","Batch A InformationRequest.purpose_code; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"InformationRequest","gap_key","informationRequests.gap_key","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""DEMO-CTT-001/scope/institutional:DEMO-CTT-001/entity/harbour:coordinate_information:authority_gap""","gap key","gap key","gap_key","Batch A InformationRequest.gap_key; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"InformationRequest","status","informationRequests.status","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""draft""","status","status","status","Batch A InformationRequest.status; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"InformationRequest","recipient_ref","informationRequests.recipient_ref","[""string"",""null""]","When this Batch A object / action is present","true","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","null","recipient ref","recipient ref","recipient_ref","Batch A InformationRequest.recipient_ref; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"InformationRequest","disclosure_permission_ref","informationRequests.disclosure_permission_ref","[""string"",""null""]","When this Batch A object / action is present","true","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","null","disclosure permission ref","disclosure permission ref","disclosure_permission_ref","Batch A InformationRequest.disclosure_permission_ref; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"InformationRequest","send_permission_ref","informationRequests.send_permission_ref","[""string"",""null""]","When this Batch A object / action is present","true","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","null","send permission ref","send permission ref","send_permission_ref","Batch A InformationRequest.send_permission_ref; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"InformationRequest","sent_at","informationRequests.sent_at","[""string"",""null""]","When this Batch A object / action is present","true","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","null","sent at","sent at","sent_at","Batch A InformationRequest.sent_at; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"InformationRequest","reason","informationRequests.reason","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""Reviewed synthetic Batch A example; no bank authority inferred.""","reason","reason","reason","Batch A InformationRequest.reason; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
